32	32768	0.420675
32	32768	0.700278
32	32768	0.357719
32	32768	0.769961
32	32768	0.434695
32	32768	0.227158
32	32768	0.251551
32	32768	0.383707
32	32768	0.351841
32	32768	0.343244
32	32768	0.384353
32	32768	0.495112
32	32768	0.240615
32	32768	0.867148
32	32768	0.396931
32	32768	0.369022
32	32768	0.219545
32	32768	0.658739
32	32768	0.338568
32	32768	0.556998
32	32768	0.401303
32	32768	0.410044
32	32768	0.771240
32	32768	0.950815
32	32768	0.480721
32	32768	0.340686
32	32768	0.336981
32	32768	0.327803
32	32768	0.358398
32	32768	0.346666
32	32768	1.040306
32	32768	0.499473
32	32768	0.922025
32	32768	0.820216
32	32768	0.470126
32	32768	0.487308
32	32768	0.384971
32	32768	0.301915
32	32768	0.673995
32	32768	0.819138
32	32768	0.497509
32	32768	0.665458
32	32768	0.558604
32	32768	0.358126
32	32768	0.607127
32	32768	0.794584
32	32768	0.471437
32	32768	0.396236
32	32768	0.364289
32	32768	0.557340
32	32768	0.388389
32	32768	0.453979
32	32768	0.441131
32	32768	0.361306
32	32768	0.378433
32	32768	0.996596
32	32768	0.285339
32	32768	0.377585
32	32768	0.153733
32	32768	0.311733
32	32768	0.376746
32	32768	0.341065
32	32768	0.238096
32	32768	0.155741
32	32768	0.393625
32	32768	0.330503
32	32768	0.370192
32	32768	0.320945
32	32768	1.086097
32	32768	0.410982
32	32768	0.241290
32	32768	0.391611
32	32768	0.467237
32	32768	0.456576
32	32768	0.229952
32	32768	0.358724
32	32768	0.331498
32	32768	0.371063
32	32768	0.564188
32	32768	0.764861
32	32768	0.525626
32	32768	0.377710
32	32768	3.614998
32	32768	0.364436
32	32768	0.633611
32	32768	0.565174
32	32768	0.723201
32	32768	0.370450
32	32768	0.370560
32	32768	0.372451
32	32768	0.358667
32	32768	2.401358
32	32768	0.532978
32	32768	0.692012
32	32768	0.367656
32	32768	9.503317
32	32768	0.402698
32	32768	0.425426
32	32768	0.353743
32	32768	2.098590
1	1048576	0.365115
1	1048576	0.453520
1	1048576	0.513865
1	1048576	0.278732
1	1048576	0.279234
1	1048576	0.281924
1	1048576	0.645455
1	1048576	0.358510
1	1048576	0.338876
1	1048576	0.311379
1	1048576	0.478020
1	1048576	0.457328
1	1048576	0.922813
1	1048576	0.315230
1	1048576	0.361892
1	1048576	0.436356
1	1048576	3.346255
1	1048576	0.340653
1	1048576	0.430751
1	1048576	0.341479
1	1048576	0.362218
1	1048576	0.380118
1	1048576	0.433329
1	1048576	0.522161
1	1048576	0.301188
1	1048576	0.309026
1	1048576	0.313020
1	1048576	0.329725
1	1048576	0.721538
1	1048576	0.356006
1	1048576	0.377238
1	1048576	0.400985
1	1048576	0.330313
1	1048576	0.417887
1	1048576	0.310634
1	1048576	0.304684
1	1048576	0.296047
1	1048576	0.434614
1	1048576	1.096251
1	1048576	0.394923
1	1048576	0.373571
1	1048576	0.961021
1	1048576	0.331893
1	1048576	0.586724
1	1048576	0.316532
1	1048576	0.391673
1	1048576	0.328345
1	1048576	0.370846
1	1048576	0.429184
1	1048576	0.328940
1	1048576	0.380479
1	1048576	0.909847
1	1048576	0.399778
1	1048576	0.357438
1	1048576	0.434657
1	1048576	0.369152
1	1048576	0.774317
1	1048576	0.380315
1	1048576	0.594006
1	1048576	0.382240
1	1048576	0.398896
1	1048576	0.385336
1	1048576	0.360807
1	1048576	0.590481
1	1048576	0.306441
1	1048576	0.353531
1	1048576	0.361737
1	1048576	0.305629
1	1048576	0.277001
1	1048576	0.357538
1	1048576	0.366642
1	1048576	0.333604
1	1048576	0.291768
