1.017843	1
1.104489	2
1.141960	3
1.142657	4
1.240218	5
1.247494	6
1.307643	7
1.348979	8
1.471669	9
1.521570	10
1.570565	11
1.641516	12
1.657084	13
1.861100	14
2.021590	15
2.034749	16
2.274792	17
2.289538	18
2.324902	19
2.349816	20
2.368664	21
2.376337	22
2.385706	23
2.523639	24
2.541235	25
2.553272	26
2.557527	27
2.590797	28
2.600271	29
2.631471	30
2.659027	31
2.717545	32
2.723114	33
2.800357	34
2.809402	35
2.841195	36
2.904280	37
2.930478	38
3.096425	39
3.154959	40
3.183998	41
3.253938	42
3.313816	43
3.358172	44
3.384279	45
3.420114	46
3.461719	47
4.352773	48
5.112540	49
7.061153	50
