0.634686	1
0.659104	2
0.661358	3
0.661938	4
0.664640	5
0.677291	6
0.692262	7
0.697721	8
0.698311	9
0.705161	10
0.706505	11
0.707654	12
0.719907	13
0.721084	14
0.721250	15
0.722392	16
0.725787	17
0.726579	18
0.726745	19
0.729102	20
0.733332	21
0.737244	22
0.744478	23
0.750089	24
0.756589	25
0.761532	26
0.764396	27
0.771520	28
0.777071	29
0.778882	30
0.791441	31
0.856516	32
0.862874	33
0.892377	34
1.008829	35
1.010859	36
1.092319	37
1.147543	38
1.192496	39
1.220797	40
1.479573	41
1.558679	42
1.585885	43
1.698720	44
1.715090	45
1.861698	46
2.043960	47
2.273941	48
2.553916	49
2.999475	50
