0.436958	1
0.442349	2
0.446188	3
0.446526	4
0.447072	5
0.449505	6
0.452462	7
0.452938	8
0.480482	9
0.483810	10
0.486779	11
0.490229	12
0.495360	13
0.498287	14
0.501021	15
0.506601	16
0.525137	17
0.525751	18
0.534655	19
0.540972	20
0.543379	21
0.569280	22
0.578896	23
0.582124	24
0.596567	25
0.598439	26
0.629303	27
0.636794	28
0.640622	29
0.649724	30
0.650746	31
0.661452	32
0.680081	33
0.736649	34
0.800315	35
0.899667	36
0.937369	37
0.991671	38
1.017572	39
1.040747	40
1.050770	41
1.135636	42
1.172126	43
1.233788	44
1.282158	45
1.285328	46
1.513954	47
1.535227	48
2.718857	49
6.092311	50
