0.117725	1
0.121496	2
0.125381	3
0.129632	4
0.130158	5
0.132706	6
0.135024	7
0.137198	8
0.140042	9
0.142316	10
0.144283	11
0.145207	12
0.147477	13
0.147834	14
0.150808	15
0.151533	16
0.153095	17
0.164931	18
0.172472	19
0.173853	20
0.175306	21
0.189517	22
0.198684	23
0.200023	24
0.205948	25
0.211733	26
0.212687	27
0.219900	28
0.245731	29
0.272969	30
0.301125	31
0.303853	32
0.312639	33
0.316149	34
0.321799	35
0.322341	36
0.327041	37
0.327308	38
0.327724	39
0.332366	40
0.341731	41
0.350318	42
0.365407	43
0.374201	44
0.399834	45
0.411166	46
0.794733	47
0.843125	48
2.193257	49
3.394338	50
