0.184803	1
0.188250	2
0.191853	3
0.197854	4
0.206411	5
0.208242	6
0.208631	7
0.211700	8
0.221974	9
0.224119	10
0.233147	11
0.237508	12
0.248749	13
0.259401	14
0.263739	15
0.265608	16
0.267680	17
0.267745	18
0.275002	19
0.275011	20
0.279171	21
0.283785	22
0.284212	23
0.309211	24
0.312388	25
0.318360	26
0.359898	27
0.370907	28
0.378194	29
0.382001	30
0.386099	31
0.392152	32
0.396473	33
0.401369	34
0.406831	35
0.407520	36
0.408716	37
0.413687	38
0.419214	39
0.421851	40
0.422032	41
0.433536	42
0.446774	43
0.492554	44
0.542571	45
0.621690	46
0.651811	47
0.973281	48
2.429908	49
3.201853	50
