0.287997	1
0.305924	2
0.316661	3
0.322573	4
0.333999	5
0.336101	6
0.355837	7
0.358911	8
0.363610	9
0.365872	10
0.372265	11
0.378668	12
0.395366	13
0.405168	14
0.408555	15
0.421775	16
0.436949	17
0.448725	18
0.454666	19
0.456205	20
0.462362	21
0.469805	22
0.474192	23
0.474867	24
0.476734	25
0.480384	26
0.486740	27
0.489189	28
0.493788	29
0.509452	30
0.526039	31
0.534095	32
0.545003	33
0.568957	34
0.570622	35
0.616013	36
0.648943	37
0.659637	38
0.710386	39
0.714759	40
0.730293	41
0.792584	42
0.825795	43
0.901448	44
0.972393	45
1.521899	46
2.415583	47
2.625667	48
4.271549	49
6.913418	50
