0.110075	1
0.113153	2
0.131290	3
0.152226	4
0.161774	5
0.171094	6
0.175728	7
0.177893	8
0.178232	9
0.178246	10
0.188684	11
0.196751	12
0.199627	13
0.203143	14
0.209620	15
0.231370	16
0.282756	17
0.286288	18
0.286951	19
0.287151	20
0.287693	21
0.289126	22
0.289864	23
0.296791	24
0.301590	25
0.303046	26
0.305021	27
0.311553	28
0.315374	29
0.318581	30
0.318899	31
0.320124	32
0.331609	33
0.334437	34
0.339490	35
0.344502	36
0.351140	37
0.369537	38
0.385782	39
0.396039	40
0.416204	41
0.431640	42
0.476233	43
0.510854	44
0.560755	45
0.601894	46
0.609187	47
0.690171	48
0.799814	49
0.953771	50
