0.207809	1
0.210341	2
0.216672	3
0.229072	4
0.230190	5
0.243494	6
0.249199	7
0.249747	8
0.254737	9
0.262573	10
0.264471	11
0.265526	12
0.270253	13
0.270938	14
0.277311	15
0.283762	16
0.292132	17
0.303279	18
0.307438	19
0.315133	20
0.315591	21
0.318886	22
0.320538	23
0.328339	24
0.338395	25
0.359679	26
0.364087	27
0.364999	28
0.365514	29
0.371369	30
0.395431	31
0.395508	32
0.411270	33
0.415671	34
0.416403	35
0.422615	36
0.435256	37
0.435323	38
0.439614	39
0.445843	40
0.454349	41
0.455975	42
0.507338	43
0.515321	44
0.523182	45
0.596029	46
0.728456	47
0.731795	48
5.142825	49
5.308934	50
