0.465050	1
0.478552	2
0.490637	3
0.507725	4
0.516628	5
0.532548	6
0.556489	7
0.560314	8
0.580638	9
0.587083	10
0.588637	11
0.597403	12
0.597515	13
0.619816	14
0.621097	15
0.627480	16
0.628297	17
0.637058	18
0.671010	19
0.724936	20
0.739166	21
0.744428	22
0.750437	23
0.790299	24
0.839736	25
0.846018	26
0.847255	27
0.859049	28
0.873550	29
0.955810	30
0.963168	31
1.060531	32
1.065136	33
1.133044	34
1.159509	35
1.214417	36
1.285700	37
1.326026	38
1.450074	39
1.450743	40
1.502949	41
1.751362	42
1.759409	43
1.939950	44
2.017670	45
2.098310	46
2.117201	47
3.113510	48
3.532003	49
3.859827	50
