0.354971	1
0.357379	2
0.357664	3
0.363853	4
0.366189	5
0.366725	6
0.378049	7
0.379281	8
0.383338	9
0.418335	10
0.427699	11
0.436426	12
0.456600	13
0.497344	14
0.503531	15
0.526886	16
0.533928	17
0.540759	18
0.568319	19
0.569649	20
0.575852	21
0.578106	22
0.588393	23
0.599483	24
0.600636	25
0.601642	26
0.659283	27
0.661862	28
0.710328	29
0.750682	30
0.764487	31
0.772624	32
0.783391	33
0.789898	34
0.816793	35
0.817834	36
0.823085	37
0.841538	38
0.911350	39
0.930116	40
0.975762	41
0.980841	42
1.900125	43
3.598765	44
4.648489	45
4.768272	46
5.255166	47
6.544232	48
7.400276	49
10.181641	50
