0.315041	1
0.372568	2
0.453493	3
0.461752	4
0.468445	5
0.469034	6
0.471331	7
0.472842	8
0.487815	9
0.489341	10
0.489516	11
0.489572	12
0.500103	13
0.504185	14
0.505418	15
0.511986	16
0.516818	17
0.519116	18
0.540201	19
0.540603	20
0.552978	21
0.598851	22
0.605899	23
0.662358	24
0.735214	25
0.775136	26
0.819564	27
0.845229	28
0.864779	29
0.914197	30
0.956463	31
0.977888	32
0.994708	33
0.995344	34
1.001803	35
1.019263	36
1.033650	37
1.494309	38
1.495176	39
1.548473	40
1.554519	41
1.557072	42
1.585460	43
1.665548	44
2.329129	45
3.135419	46
3.539706	47
4.251801	48
8.249081	49
10.316540	50
