0.076027	1
0.086907	2
0.108150	3
0.109142	4
0.109332	5
0.110458	6
0.110731	7
0.110744	8
0.111674	9
0.112058	10
0.112290	11
0.112309	12
0.112920	13
0.113302	14
0.115402	15
0.115530	16
0.116263	17
0.116558	18
0.116687	19
0.116836	20
0.118067	21
0.118260	22
0.118514	23
0.119031	24
0.121318	25
0.124867	26
0.125090	27
0.125838	28
0.126451	29
0.127242	30
0.127554	31
0.128401	32
0.129554	33
0.133508	34
0.133875	35
0.133879	36
0.135534	37
0.137921	38
0.148270	39
0.151381	40
0.156417	41
0.159469	42
0.175155	43
0.180779	44
0.187874	45
0.200517	46
0.239237	47
0.319098	48
0.426761	49
0.567450	50
