0.387370	1
0.420474	2
0.427990	3
0.428242	4
0.433427	5
0.439371	6
0.440618	7
0.443800	8
0.443963	9
0.445555	10
0.445586	11
0.449234	12
0.453283	13
0.455577	14
0.459919	15
0.460076	16
0.460827	17
0.462057	18
0.463946	19
0.465899	20
0.468981	21
0.469014	22
0.470001	23
0.471863	24
0.480474	25
0.482672	26
0.486090	27
0.489519	28
0.503078	29
0.527975	30
0.548277	31
0.575468	32
0.591658	33
0.593116	34
0.600105	35
0.614442	36
0.626683	37
0.650574	38
0.678713	39
0.739093	40
0.756957	41
0.996935	42
1.007214	43
1.050924	44
1.164622	45
1.246041	46
1.263029	47
1.673348	48
1.684793	49
1.706435	50
