0.245687	1
0.345290	2
0.360398	3
0.367082	4
0.370840	5
0.375545	6
0.377836	7
0.389673	8
0.392879	9
0.393538	10
0.394881	11
0.396469	12
0.402658	13
0.405560	14
0.405616	15
0.413440	16
0.415442	17
0.415788	18
0.417165	19
0.420620	20
0.421827	21
0.422170	22
0.422693	23
0.424844	24
0.425984	25
0.426748	26
0.427215	27
0.435269	28
0.436552	29
0.437202	30
0.440512	31
0.443225	32
0.445447	33
0.447369	34
0.448404	35
0.450101	36
0.450672	37
0.453190	38
0.455920	39
0.456537	40
0.470215	41
0.471934	42
0.472819	43
0.479924	44
0.485398	45
0.486872	46
0.555995	47
0.629986	48
0.853291	49
1.162495	50
