0.075435	1
0.075909	2
0.076732	3
0.076836	4
0.076860	5
0.077128	6
0.077527	7
0.078547	8
0.079255	9
0.080335	10
0.081069	11
0.081366	12
0.082075	13
0.082163	14
0.082489	15
0.083140	16
0.084478	17
0.085318	18
0.085522	19
0.085738	20
0.086473	21
0.087050	22
0.087528	23
0.087994	24
0.088028	25
0.088699	26
0.088903	27
0.090443	28
0.090869	29
0.094390	30
0.094736	31
0.095297	32
0.095407	33
0.097203	34
0.097846	35
0.097925	36
0.097987	37
0.098213	38
0.098420	39
0.098773	40
0.106534	41
0.108415	42
0.120563	43
0.121449	44
0.122755	45
0.150452	46
0.160482	47
0.163673	48
0.275275	49
0.279576	50
