0.282950	1
0.285051	2
0.299030	3
0.318625	4
0.321437	5
0.346503	6
0.373888	7
0.379150	8
0.384000	9
0.387062	10
0.387406	11
0.387917	12
0.390032	13
0.390435	14
0.405090	15
0.427465	16
0.435509	17
0.435711	18
0.438157	19
0.440436	20
0.441607	21
0.443406	22
0.450902	23
0.452702	24
0.453485	25
0.463270	26
0.464915	27
0.467441	28
0.475191	29
0.504247	30
0.533251	31
0.553147	32
0.563646	33
0.599644	34
0.622521	35
0.623377	36
0.654838	37
0.697466	38
0.736914	39
0.741550	40
0.779627	41
0.792089	42
0.819800	43
0.828229	44
0.910522	45
0.962283	46
1.000304	47
1.332708	48
2.515442	49
3.485365	50
