0.093003	1
0.100532	2
0.111189	3
0.114553	4
0.123482	5
0.132481	6
0.139696	7
0.144190	8
0.150402	9
0.159960	10
0.162781	11
0.172965	12
0.179320	13
0.179932	14
0.185528	15
0.185990	16
0.187904	17
0.195691	18
0.198600	19
0.199014	20
0.211796	21
0.216178	22
0.224462	23
0.227520	24
0.252301	25
0.255014	26
0.264581	27
0.281093	28
0.286758	29
0.291855	30
0.292185	31
0.292920	32
0.296656	33
0.297570	34
0.299365	35
0.300408	36
0.308339	37
0.311230	38
0.312716	39
0.313435	40
0.314415	41
0.315741	42
0.323363	43
0.336510	44
0.343038	45
0.362404	46
0.374527	47
0.487501	48
0.850804	49
1.481814	50
