0.127670	1
0.139159	2
0.140796	3
0.140886	4
0.144707	5
0.149260	6
0.151406	7
0.156054	8
0.158292	9
0.160039	10
0.161772	11
0.163227	12
0.164808	13
0.165752	14
0.171318	15
0.171724	16
0.172714	17
0.172780	18
0.180535	19
0.181573	20
0.189942	21
0.197406	22
0.197827	23
0.198737	24
0.206770	25
0.210387	26
0.210670	27
0.211556	28
0.222975	29
0.225185	30
0.226005	31
0.229111	32
0.236567	33
0.243092	34
0.269524	35
0.279847	36
0.308041	37
0.312820	38
0.313735	39
0.314373	40
0.315597	41
0.336576	42
0.353541	43
0.354057	44
0.383149	45
0.461141	46
0.511054	47
0.519109	48
0.609509	49
0.834966	50
