2	0.0324268974209
4	0.0325504682664
6	0.0327738789679
8	0.032558285607
10	0.0326946470561
12	0.134471089249
14	0.127354362568
16	0.131094445329
18	0.129917272058
20	0.138730040007
24	0.139335513806
28	0.125318660298
32	0.123893085663
2	0.0326105094055
4	0.0321732097753
6	0.0327653808832
8	0.0325563777622
10	0.0947426249904
12	0.105939507982
14	0.139606076802
16	0.127799228252
18	0.115678683268
20	0.107718783823
24	0.130190540004
28	0.132084787408
32	0.125372074457
2	0.0325377709638
4	0.032453620756
6	0.0329590171121
8	0.0327610865344
10	0.032741500575
12	0.108691456677
14	0.133934539041
16	0.113073581269
18	0.121185523483
20	0.122012971136
24	0.133571710859
28	0.131946888034
32	0.130727775161
