2	0.0326578626989
4	0.0325438302173
6	0.032768861596
8	0.0326533533408
10	0.0329098530753
12	0.032985709923
14	0.0437662875205
16	0.0487434126793
18	0.0524573250934
20	0.0555300751147
24	0.0596432397137
28	0.0577545463439
32	0.0583957031483
2	0.0330008421696
4	0.0327189246235
6	0.0326666749301
8	0.0326043549735
10	0.0328041453048
12	0.0329299603462
14	0.0436191694996
16	0.0484028786946
18	0.0522572906973
20	0.055190559885
24	0.059770487666
28	0.0584068758191
32	0.0582540652787
2	0.0325931543137
4	0.0326517252813
6	0.0328355212483
8	0.0330810636189
10	0.0327586019962
12	0.0328396867332
14	0.0435932149212
16	0.0483486745212
18	0.0521184661946
20	0.0552086979151
24	0.0597153059693
28	0.0622412694502
32	0.0622196721308
